SYMBOL	foldChange
ATN1	0.122153597
CPSF1	0.125919671
PGGT1B	0.093344836
S100A4	-0.222767157
QKI	0.090432822
TIFA	0.119866386
UBL5	0.11806135
HOXC10	0.115549895
COL16A1	-0.286128802
CDADC1	0.155501045
RAB33A	-0.250661916
IRAK3	-0.255112144
PENK	0.452040529
HOXC9	0.123542505
OR10J1	-0.116943829
NUDT14	0.195048812
RNF11	-0.101796703
ADAMTS8	0.228497218
NFE2L2	0.105457137
CRIP3	0.180733991
POLR2H	0.101821505
MCM7	0.108454625
USP36	0.095995799
BLMH	0.124088998
NPTXR	-0.237843037
XPO6	-0.088845181
SPATA5	0.107455563
KIAA1522	-0.1823496
ZNF577	0.107042946
TCEAL5	-0.335417423
CHMP2B	0.142303294
ITCH	0.086322513
RPS16	0.115411653
DNTT	-0.125191194
MRPS12	-0.127746112
CRYGS	-0.251811495
SGK3	0.136670876
UBA52	-0.098247602
IGSF22	-0.164472791
FBXO38	-0.091404559
PLEKHM2	-0.085230633
ZNF138	0.142014386
PPIL2	-0.085604823
BCL10	-0.089880749
MYOZ3	0.247457293
POM121	0.129765647
RASSF5	-0.153848316
TBX22	-0.109041112
OR2M2	-0.072267146
NEU2	0.052285847
C7orf33	0.207609688
USP47	0.095111388
ZNF692	0.178175662
NFIA	0.208732814
CCDC36	0.310571468
SPRY2	-0.209040571
USP42	0.117639591
C11orf24	-0.106313044
NCK2	0.132089494
GGPS1	0.101251463
TAF9	0.133286114
CPLX1	-0.223137981
MRPL10	-0.096353637
EGFL6	-0.636824746
PTK2	0.090374488
ZNHIT3	0.102838489
TGFB1	-0.125349997
EVI5	0.132696046
CRTAC1	0.404203647
PEX7	-0.122371041
ZSWIM1	-0.106220882
C9orf40	0.139808351
CNTN4	0.342513217
CLDN15	-0.138688258
STOML3	0.179532073
IL16	0.212512583
SYCE1	0.297597419
BFSP2	-0.218913344
CSNK2A1	0.094503252
FBXL16	0.2065271
HES4	0.244645825
LPIN2	-0.112479133
DOCK8	-0.18141043
TNXB	-0.206387058
RPL7L1	-0.13413778
OR5AU1	0.116848103
SAA1	-0.418089188
CBL	0.118958395
ZNF607	-0.160604767
OR4D11	-0.209290941
SSX2IP	0.203395926
ZNF581	-0.131636872
TAS2R60	-0.064214336
PTPRN	-0.286894376
SH3KBP1	-0.155484811
DEFB126	-0.228682041
HAPLN2	-0.32309473
MLPH	-0.307136859
DPPA2	0.27675575
GPR42	-0.135004817
CDC37	0.097650873
TMEM106A	-0.107569641
CCNH	-0.107376161
RFX2	0.129334515
GLUL	-0.107790544
VTCN1	0.296450581
TRPC4AP	-0.078521046
HEY1	0.286467358
OR2T8	0.247010198
TNNI3K	-0.188825264
POLR2E	-0.097433935
ATP6V0A2	0.092470337
ATP8B2	0.132138392
TRIM48	0.242359019
EMILIN1	-0.179726089
SLC36A3	0.049327557
TAB3	0.121228525
PTPN21	-0.156551021
TBC1D4	0.12392806
ZFYVE19	-0.093177342
KCTD11	-0.118140256
AMELX	0.371278896
MEST	-0.380495759
TMPRSS11A	-0.148749427
PIGQ	-0.113230977
STAT3	-0.110322966
STMN1	0.142023365
IRF2BP2	0.112109585
CABLES1	-0.131114472
ZNF148	0.126738771
CSHL1	-0.106360913
CLCA1	-0.188259672
SCN10A	-0.055156118
FAM47A	-0.127845308
NDST3	-0.321599067
OR2B2	0.230080947
PARG	0.105935437
ZDHHC5	-0.081604848
NR2F2	0.150041539
RPL8	-0.137013936
GPR21	-0.166515346
PKLR	0.208271141
JRKL	0.131486754
ARL10	0.137557306
GSC	0.302444265
BDP1	0.100452234
FLNB	0.144631613
NDUFC2	-0.112732534
EHD1	-0.105769365
TIMM10	-0.14673824
SIPA1L1	-0.153960613
GPS2	-0.123415969
LTA4H	-0.105169092
GJA3	0.313785176
OR6C1	-0.070389484
PON1	-0.226690877
CSN2	0.106112615
HERC3	-0.117882136
QSER1	-0.103698618
KLC3	0.248186251
NEU3	0.096111821
OR2T29	-0.042159408
ANXA3	0.255519178
ERGIC3	-0.097947279
ITSN2	-0.088342923
TATDN2	-0.10300708
DPP10	0.17487461
RERE	-0.124392638
FOXD2	0.22163618
PGPEP1	-0.116163747
C6orf120	0.11520467
C17orf75	0.12913273
MRO	-0.215902592
MCM3AP	0.106098942
RCBTB1	-0.137279368
CASP3	-0.090783703
DGAT2L6	-0.157123393
RAD52	-0.111543859
CDC42EP2	-0.114181371
OR5AN1	-0.06449537
GRIK4	0.270924121
SLC35A2	-0.09742448
EIF2B4	0.089882303
PER3	-0.238328226
SIPA1L3	0.110986527
EIF4E	0.077945911
PAK6	0.091995475
POLR3K	-0.135479798
ITLN1	0.221125778
CSF2	-0.267807653
MAPK9	0.084825966
HSD11B2	0.22053472
PCGF1	-0.089463337
LY6G6C	0.174071846
CLEC1B	0.127913029
PGM2L1	-0.167562792
RP1	-0.119610228
IFT172	0.105915239
RPS8	0.115742599
PIAS4	0.109423656
AHCYL1	-0.095904952
TPRX1	-0.118031484
BLZF1	0.107413147
SPTBN4	0.194720781
IFI44	-0.208621076
DUXA	0.188330433
GABRR2	-0.223085817
IL6ST	0.110687492
MFAP3L	0.24747582
GDF3	0.183999097
CSH2	0.155207596
HYDIN	0.116783131
LGALS4	-0.226161286
HIRA	-0.106499291
CHCHD2	0.096794877
CA1	-0.272951351
DEFB134	-0.105686846
LHFPL3	-0.073433321
OR13D1	0.088070153
RECK	-0.154812552
TP53TG3	0.065501915
ASXL1	0.092621198
LCE1F	-0.122603168
HSD17B12	-0.097417121
UBE2H	0.095777024
PLXNB1	0.159038946
PLAG1	-0.275802809
SMOC2	-0.360305583
AURKC	0.225235838
CGB1	0.04344686
ZDHHC6	0.098575555
NRIP3	-0.198596283
KCNJ3	0.361221078
GOLPH3L	-0.128405854
LRRC37A	0.168616941
TBC1D23	0.11829206
TMED6	0.176192947
KRTAP4.3	-0.041305816
AKAP7	-0.155902077
PROS1	-0.19512434
STXBP4	0.128925057
PROKR2	0.222033959
POU2F1	-0.096901026
AGTRAP	-0.114752885
OR7D2	0.256901652
AKR7A2	0.083595467
CHCHD3	0.09079291
AQP6	-0.151069403
PJA1	-0.108404056
SEC14L1	-0.086177311
GPT2	0.13184206
CFHR2	0.097725243
WNK1	-0.111625959
STAU2	-0.117017983
HDAC9	0.197643276
KRT23	0.150818363
DLL3	0.327711942
ZNF221	-0.150839487
MRPL2	-0.134933692
PHEX	-0.380886582
C1orf61	0.13554702
NT5M	-0.255259675
GH2	-0.073005961
MORC3	0.117926673
THBS4	-0.359201113
KCNK2	-0.322087392
VPS41	-0.103310442
PPAN	0.144054933
LRRC49	0.154246934
NR6A1	0.156371818
GSG1	-0.101673046
ZNF616	-0.115042371
DKC1	0.103347376
TAT	0.194519033
CHURC1	-0.150687835
CDC14B	0.148463405
ATP2B1	0.111350999
VIT	0.420999559
OR13H1	0.080707206
SHOX2	0.179624906
EEFSEC	-0.087865464
IQSEC3	-0.323245549
RPL35A	0.114717543
TMCC1	-0.07691809
UGT2B10	0.169793989
UGT1A7	-0.130658301
ZNF324	-0.112368253
B2M	-0.17078366
ZNF677	0.153740025
CIB2	-0.138303706
N4BP1	-0.075347723
SEC14L5	0.111003933
ADH1B	0.230095499
ARVCF	-0.179477658
DAZL	-0.255369923
ALDH1A2	-0.283541385
HMGCS2	-0.253998073
CFL2	0.115271593
CYP4F12	0.2603849
SERAC1	-0.13409402
PCDHGA2	-0.215389403
PCDHA1	-0.21027048
GCNT3	-0.188606823
ARL8A	-0.102453744
TUBA8	0.199399529
NMT1	-0.078482381
MGAT4B	-0.096029149
MCHR2	0.148236293
VILL	-0.125085509
NOX4	-0.227345285
MTRF1L	0.103496427
GRIN3A	0.157653374
KRTAP9.3	-0.090113589
FAM71C	0.112926163
MAGEB6	-0.251591412
OR7C2	0.135361555
MAP7	-0.249603629
PCDHB3	0.263604482
CCDC60	0.205484159
MBTPS1	-0.088515781
NEK3	-0.125016949
COTL1	-0.107688399
ZNF160	0.09361185
ATP2A3	0.207174808
EFEMP1	-0.348795853
ULK1	-0.101780716
VPS4A	0.077251629
GPR35	0.173911352
ZNF576	-0.089852046
CHST13	0.334915668
MYOCD	-0.23836032
TLR1	-0.206680138
KRTAP5.2	-0.033444722
ZNF8	-0.099980636
GNAI3	0.087474581
PFN2	0.125297255
DCDC1	-0.21040036
DPYSL3	-0.167909788
MMP28	-0.256856027
PRRT1	0.15864357
RAB3IP	-0.216624381
DHX9	0.073495389
ARF6	0.093690212
ZNF717	-0.135905285
DSC2	-0.269703398
VPS52	-0.094777629
SLPI	-0.469681313
RPL19	0.10972617
MRGPRD	0.179247928
TMEM50B	-0.099009606
FMN2	0.192603453
WNT3A	0.199682696
CACNA1D	-0.193307025
LCE1A	-0.127555725
OR2M7	-0.17731255
VNN3	0.12367286
ST8SIA5	0.164747446
SCN1A	0.164765813
RHOT2	-0.097148364
ZNF721	0.135801331
FADD	0.099803812
FABP1	0.133155961
PLXNB3	0.271680799
ZNF641	-0.111573576
PLK4	0.12725488
UBTF	-0.063626168
SLC5A2	0.169163516
TRPC5	-0.071571093
FMR1	0.108214258
BMP5	0.422253164
PTPRT	0.241957576
CUL4B	-0.115117125
KRTAP23.1	-0.07799189
RPS6KA4	-0.094355362
TACR3	0.087849499
NTNG2	-0.254007342
DPM2	-0.099577254
ZNF682	0.153680041
TTTY13	0.05126397
CALCR	-0.331437212
CGA	-0.199939815
STK32C	0.119357768
ACAT1	0.120184017
ZNF706	-0.105250298
RRM2	0.126260795
PPP1R12C	-0.084499065
NONO	0.077865373
TDRD6	-0.155600654
EPDR1	-0.16101029
ITPKB	-0.098384944
NR2F1	-0.203028214
PES1	0.09019118
WTIP	-0.165669347
CREB3L1	0.171509659
OR1N2	-0.109904219
MTIF3	-0.102899318
PHF6	-0.101747216
ATP8A1	0.226273446
DHRSX	-0.111574945
PDZD11	-0.09586142
MAP1LC3C	-0.223174272
IL31	-0.175706331
ANKS1A	0.10207342
FBXO47	-0.138403467
SLC2A13	0.141014486
CHD1L	0.116654547
MRPL22	0.124745769
APP	0.140873106
CST2	-0.334786121
ZP4	-0.217222466
CLDND1	0.097984315
GTPBP2	-0.12671492
AEBP2	0.093539387
UCK2	0.122338406
UGT8	0.327469619
CLTA	-0.088971073
ATP6V0A4	0.212014444
AMOTL1	0.153448401
MORN3	0.174593187
PIWIL3	0.236681963
TOR1AIP2	0.089209401
PDHA1	0.105188653
NDST2	-0.130332739
ACP6	-0.177378355
VPS39	-0.075813858
CCND3	-0.174592338
KLHL11	0.16347137
CRYBA4	-0.338829536
ETV1	-0.285717194
CHIA	0.090030245
GDAP1L1	0.179435828
MMP12	0.405815448
B3GNT7	-0.218997012
CTNNBL1	-0.104252005
LTC4S	-0.173528055
LRSAM1	0.088473877
AKAP11	0.109102332
METTL4	-0.103164761
LIMK2	0.092122384
CYP21A2	0.158292629
FABP7	0.246195025
IFT122	0.109034357
EFNA5	0.241118631
GMEB2	0.07895107
NPHS1	-0.268524727
ENPP4	0.2560198
NR2C2	0.097774489
GDAP2	-0.090039296
CLDN6	-0.157126843
DNAJA2	0.08563035
ITPR3	0.224736101
EIF2S2	-0.084340966
LDHD	-0.218920799
HBG2	-0.238998886
CYP11B2	-0.054371327
OPLAH	0.218250685
CIC	0.124621958
DCHS1	-0.180570086
XPNPEP1	0.087401884
GDF9	-0.161794595
AGR2	-0.22161881
POFUT1	-0.072419386
ZFPL1	0.101952762
HAPLN4	0.131159246
DSPP	0.135077269
TAS2R50	-0.156899097
OR10H2	-0.083008729
SLC18A1	-0.186477813
CLDN11	0.374680092
NXT1	-0.104769228
GORASP1	-0.082830495
GGT1	-0.206800157
PXK	-0.117776699
CAPZA1	0.131650717
TRMT12	0.139371263
ARHGAP5	-0.109806094
PCDHGA10	0.273559081
LY6G5B	0.171494387
MAB21L2	-0.416054002
DNAH7	0.145263204
KCNK1	0.375154761
MR1	-0.130133615
GBP3	-0.224273021
WDR61	-0.100008169
DPAGT1	-0.096211286
OTOS	-0.228829125
CPA2	-0.238731311
NEDD4L	-0.139946273
CDH9	-0.166860723
PSMB2	-0.094737108
CRB2	0.126587066
MYO3B	0.250443016
TSPAN16	0.157564134
CCNE1	0.271550869
PRR4	0.163363967
F2	-0.191316947
MAF	-0.167663388
TMEM61	-0.191045007
PSMA7	-0.087786719
DEGS2	0.198488481
SH2D4B	-0.184772153
MFN2	-0.074880742
TAAR1	-0.123721961
NDST4	0.293529488
DDX17	0.095216145
C1orf109	0.090742724
UNG	0.097690496
HSDL1	0.110091004
AGXT2	0.153723699
RPS6KL1	0.206161671
RCC1	0.111619394
SMCHD1	0.120594708
GLUD1	-0.089359092
GCG	-0.174079291
STAT4	-0.175605718
NTRK3	0.23333109
RRH	-0.157708265
SSB	0.116753913
ZNF77	0.124028982
ZNF229	0.185047128
GFOD1	-0.13929291
ZNF691	-0.10345271
NPDC1	0.18843232
SURF2	0.116073351
PCTP	0.11214079
MUSTN1	-0.276728156
GABRA2	0.238004326
ACTN2	-0.353288868
PPFIA2	-0.265613509
THRA	0.114049771
DAOA	0.15284373
ILVBL	0.106232819
OR56B1	-0.074503845
DDX3X	0.08412779
PNLDC1	0.334303575
RPS6KB2	-0.086624614
TFDP1	0.173387755
PAX4	-0.087720864
KRTAP10.2	0.066030757
NVL	0.085339828
SHQ1	-0.092706866
FAM99A	-0.039040228
SRD5A1	-0.113951036
VPS33A	-0.088204537
HDAC1	-0.095403689
NANOS2	0.155282614
GDF6	0.350208726
FAM78B	-0.260987356
DLX5	0.217237435
UBOX5	-0.092200499
SELENBP1	0.202431813
DHX32	-0.108863013
ODF2	0.079131408
PDZD7	0.162690461
FOSB	0.342401495
ECE2	0.149870019
TSKS	0.207387793
NUFIP1	0.100461781
KLHL17	0.162923826
NADK	-0.081995107
DES	-0.497808571
PROK1	0.19775603
ARHGDIA	0.095939109
ACBD4	-0.116990994
MRPL21	0.104484737
OTUD6A	0.156632406
BCL9	0.132875305
ACADVL	-0.10257608
VCP	0.077693255
COL25A1	-0.350650901
COL22A1	0.460500495
KIAA1210	0.119396618
ZCWPW1	-0.168140162
KCTD19	0.166773638
WNT8B	0.154931219
LGALS8	-0.09319431
RTN4	-0.078333835
SLC26A1	0.166768892
PLEKHA7	0.166657308
PKNOX1	-0.07636466
ASGR1	-0.161230329
SPINT4	0.132241813
INPP5B	-0.075668159
ACSL6	0.104440713
RAPSN	-0.341372615
MTMR7	0.129922637
ACTL6A	0.098702882
ERN1	0.133868562
MPP6	0.19178712
RNF150	-0.286416076
SLC35B1	-0.098768076
KRTAP1.1	-0.171785401
OR7A10	-0.080884796
RHEBL1	-0.126884334
TOP1MT	0.151271082
SPATS1	0.107385003
EGR3	-0.229379281
GALNT7	-0.186009375
TBCA	0.105213397
ZNF28	-0.104304801
SCARA5	0.369972605
CCDC33	-0.077139776
PRM2	-0.069958511
FXN	0.102844929
RAD18	0.098768056
SLC15A2	0.17124434
CSN3	0.254234939
AAK1	0.095278082
OR2H2	-0.183191858
RAB8A	-0.097535781
CDC25A	0.124134661
ADAM33	-0.292118638
RNASE11	0.05479383
CETN1	0.063267308
SLC4A8	0.224235604
COX10	-0.145632851
TRMT5	0.08370713
ADAMTS19	0.231668747
TPRKB	0.092976781
UBE2J2	-0.077216615
FAH	0.144477515
FGF5	-0.268248636
NOM1	0.089253191
SYN2	0.187279353
C7orf25	-0.165593526
NTRK1	-0.287226979
OCIAD2	-0.19644504
KIF3C	-0.096382651
WDR62	0.130624409
TIMM44	0.094502689
ST6GALNAC5	-0.348613936
OR2T4	-0.066839168
GNL3L	-0.133269468
TNK2	0.116992584
TRIP6	-0.114468388
ASCC2	-0.084219703
DHX57	0.087004801
ACHE	0.225136219
NAPG	-0.103693299
PTGFRN	-0.159762805
FXYD6	0.288771373
PIGC	0.099415234
RBM20	0.2788003
DENND4A	0.099189594
FAM50B	-0.207100843
LRP10	-0.116443648
C1orf105	0.19534365
OR5AC2	0.065010621
SF3A1	0.072859233
RNPC3	0.123353149
CPXM2	-0.421243138
C9orf50	0.198918432
MCF2	0.226919539
SNRPA	0.084431566
POLR2F	-0.212021723
TAL2	0.241184332
ZNF263	-0.07599839
XRCC5	0.079963627
GALR1	-0.146137689
PSMC4	-0.111990334
MPPE1	-0.101790856
EPB42	-0.150620585
CCDC6	0.094743544
OR8J1	0.17698945
SHB	-0.147804056
DIP2A	0.093629501
CYP2A13	0.129641094
FRG2	-0.222159541
MRPL15	-0.097844908
KIF4A	0.119492072
HES3	0.126514907
NCBP1	0.088664666
BMP8B	0.294513658
TRIM61	-0.316003489
ESRRB	0.200245989
TCEAL2	0.377751913
SEMA3C	0.342712212
SETMAR	-0.109132504
C11orf40	0.14267411
DDX56	-0.079883879
KRTAP1.5	-0.18019925
C20orf27	0.105000821
WDR17	0.224016339
RNASE8	0.166837933
CCR6	-0.126867026
NTNG1	-0.379956655
OR52W1	0.143743401
SYT2	0.299997844
CCDC70	-0.110603143
TEX13B	-0.134016831
PHF10	0.120948297
HINT3	-0.096043631
LRRC4B	0.311118762
PRR3	0.114646481
KLHDC7B	-0.263191346
KIAA0753	0.095249856
DYNLT3	-0.138943639
CYLC2	0.148957993
GPR26	0.038891686
MPDU1	-0.096344974
SLC41A2	-0.131982807
ASXL2	0.084790696
HTR3B	0.175412462
TRO	-0.198604398
PCDHA9	0.108720145
LPIN3	-0.205563227
OR2T2	-0.078382629
POLN	0.176261271
BTBD2	-0.116282469
OR4D5	-0.160357069
SENP7	0.112612206
RGSL1	0.09690547
PRM3	0.091105647
OR51B6	-0.070295945
ATF5	-0.127545439
FJX1	-0.141131493
PCOLCE	-0.17484749
PLA2G12B	-0.1948556
SCOC	0.101583872
BRS3	-0.11173067
DENND2C	0.175806529
RSPO1	0.342865089
SLITRK3	0.199595076
OR52E8	-0.02844517
SCYL1	-0.078911107
ARHGEF2	-0.113554864
RASSF6	-0.111740659
KLHL3	-0.154247014
MARK1	0.263944385
LELP1	-0.070689781
KCNT1	0.113939521
RPS6KC1	0.079129756
CEACAM5	-0.086215298
TEKT4	0.176574472
IRGM	0.176267183
RAB22A	-0.088835986
ADH4	0.106180598
TULP4	-0.101581141
AGMAT	0.179272086
ENPP2	-0.231075325
FLT1	-0.119100689
SH2D2A	-0.201964189
FLRT3	-0.310237448
ALB	-0.193640776
LHX5	0.125761877
CD46	-0.094207099
TDRD3	-0.195415084
PDE10A	-0.193356539
PLA2G2A	0.333628608
RANBP1	0.10549847
RSPRY1	-0.092668379
CD63	-0.120941139
ORM2	0.2533174
SDC3	-0.160548865
OR4C6	-0.077632332
AQR	-0.081797379
IFNA17	0.020713284
QTRT1	0.11547704
TRAF2	-0.091451134
C10orf55	-0.19925301
GPRC5C	0.235957067
DPP9	-0.09629994
KRTAP9.2	-0.039409549
TTLL11	0.122553866
ZNF528	0.111848758
VPREB3	-0.247946186
TCL1B	-0.10290787
OR7G3	0.120314829
LLGL1	-0.172047962
MAPK10	-0.255058242
ADAT1	-0.107472605
HPD	-0.180290096
STK33	0.210393108
OR2F2	0.115347332
C20orf141	-0.234873892
REG3A	-0.107695834
LTB4R	-0.1532199
CSNK1A1	0.080964354
SUPT7L	-0.065410634
RTN4RL1	0.277776404
TPK1	-0.160452615
PPHLN1	0.069895879
CD180	-0.183959084
KRTAP10.7	0.057136962
FTHL17	-0.273198053
HPCA	-0.165758477
GALNT6	-0.204523084
TRIM10	-0.16646927
DHX8	0.074476066
NUP62	-0.073129946
PCDH11X	0.159160857
NXF5	-0.085439437
HTR3E	-0.223807024
SNPH	-0.159120671
P2RX2	-0.150900618
AAMP	0.090289998
GARNL3	0.154006965
SH3GL3	0.2483529
CCL11	-0.210570735
DEFA3	0.110203695
IGLL1	-0.162438371
ADRA2A	0.277313463
ULBP2	-0.15402941
COG1	-0.087282155
PCDHB14	-0.159849305
ASB5	-0.329932834
LIPH	0.208012746
C11orf1	-0.141705337
ADRA2B	-0.216762316
LCE5A	0.130128504
PART1	-0.215355778
OR1E2	0.128637846
FNBP4	0.087075933
HRH2	0.265827967
RING1	0.103351055
FAT2	0.205325468
ESD	-0.09327007
GTF2H4	0.117453156
ZFP3	-0.141621148
NMBR	-0.180500744
HLA.C	-0.158040375
MRPL55	-0.113982119
NOVA1	0.26966573
ITGB1	-0.130532675
RGPD5	-0.064427716
TMEM119	0.248225856
PLCXD1	0.139242072
PRKG1	-0.160229114
DTX4	0.206252607
GCLM	-0.101598336
FGF7	-0.316798505
PSEN1	-0.067541061
ACSBG1	0.164696001
OR51B2	-0.030930355
PEX11G	-0.130105562
GAS1	-0.253570997
OR2D2	-0.077226094
SLC16A7	0.162822276
C10orf113	-0.150951303
CNBD1	-0.205004101
TFDP3	-0.215936155
RIBC1	-0.149224102
MRPL39	0.109691382
PDIA4	-0.105720385
CDH24	0.146400721
MEGF11	0.177523914
TRIM8	0.128361147
SIX6	0.20712693
MLNR	0.161861208
EDEM1	-0.105709872
NBPF1	0.114380039
HIPK1	0.096990065
IMPAD1	0.093231952
CCL4	-0.241078067
BIRC2	-0.124707897
PTTG1	0.135857291
LIG3	0.109490949
KLK7	0.116291868
GLO1	0.126130124
SLC25A19	-0.096241042
HDLBP	0.098607419
AVPR2	-0.203218455
OR52H1	0.076919932
EIF4G1	0.065522991
PROM1	0.222188015
GNG13	-0.224398334
LECT2	0.123101868
UBE2W	-0.078894165
PABPN1	0.09984258
KCTD5	0.101902539
PRAMEF7	0.02471845
RPS5	0.095897838
COASY	-0.091920297
XDH	-0.210761057
PRB3	-0.226508678
DOLPP1	0.08980337
SAA4	-0.211556976
CD1D	-0.216331545
HEMK1	0.107520166
CTSE	0.147723471
KCNT2	0.229368822
NIP7	-0.0904016
VCX	-0.354167647
MDM2	0.110351463
BAG4	0.106014901
ATP10D	-0.127892128
STRN	0.086371093
PRPSAP1	-0.087285431
MT1B	-0.132477997
PSG8	0.068894164
CPOX	0.092939511
TOR1B	-0.078815525
CRABP1	0.440014622
GBA3	-0.311130116
GAN	0.106959031
PIK3AP1	-0.197094883
LMBR1	-0.082552397
IL17B	0.318612346
CYLD	-0.095506073
NUDT12	0.14138168
STYK1	-0.186436128
OR8A1	-0.24034321
RASIP1	-0.168857827
USP30	0.085386261
CSPG5	0.257221862
C9orf64	0.079890569
C1orf174	-0.081158423
TYRP1	0.242032987
TTTY18	-0.120048796
GALNT13	0.276017179
STMN2	0.340716266
DDX11	-0.124251696
OR8G1	0.063525835
RNF43	0.256269919
POGK	-0.0849401
MAP3K9	0.225176077
LCN9	-0.092676577
GML	-0.121461185
GULP1	0.173262072
DSCR10	-0.170953293
AREG	-0.255616147
MAML3	-0.137857807
CLCN2	0.106820678
SPRR4	-0.051647946
F8A3	-0.181974736
MYCBPAP	-0.152609775
TMEM87B	0.109943535
C19orf12	-0.172136606
EEF1E1	0.127054907
TNS3	-0.118250348
RAC1	-0.090218408
ZIC3	-0.235735604
ARAF	-0.088530686
PHF23	0.099110284
WFDC12	-0.123089446
HOXA7	0.151211152
THOC2	0.095936387
ABTB1	0.108030997
AMDHD1	0.198886692
KMO	-0.183112785
DPH2	0.077612769
POP1	0.096060897
ZNF580	0.116504724
PRPF8	-0.096475211
GEMIN6	-0.104149809
CLK2	0.086869796
MYEOV	-0.259844334
IPO7	0.088476464
NPAS4	-0.163899579
OR13A1	0.257596725
NR2E1	0.21148843
FAM43A	0.177562673
DCTN3	0.083037666
PSMB4	-0.086965046
TRAP1	0.101584678
CRISPLD1	-0.241534562
ZC3HC1	-0.078161794
DOK4	0.129464236
HUS1B	0.190331932
IGBP1	-0.092987311
ZBTB16	0.238488723
SOS2	-0.096460701
LONRF2	0.20077036
SLC39A11	-0.113969064
DNAJC16	0.078034768
SLC9A4	0.164693708
ZCCHC12	0.230241935
ARSH	0.15932048
KRTAP7.1	0.164291474
HRAS	0.106782764
GADD45B	0.167408221
KCMF1	-0.067708502
CDC42EP3	0.124094168
IGF2BP2	0.281386893
SLC12A6	-0.115948632
TRPM8	0.21032124
CCT4	-0.070798629
EIF4A1	0.092887449
AKAP9	0.120388614
RSPO4	0.333943401
SSPN	-0.208555071
CD68	-0.251313589
PTPN5	-0.135153186
OR52B2	-0.10652448
ARRDC4	-0.201302186
TYK2	0.090479658
LRCH2	0.207775853
OR6K3	-0.099203622
HCRTR2	-0.234193479
ZNF397	0.098757605
SGPP1	-0.105466845
NXF4	-0.177324136
SLC22A11	-0.137957721
PIK3CG	-0.170065689
UBL7	-0.09766405
CASP8AP2	0.109868628
B4GALT4	0.102972616
WDR78	0.155904118
ZMAT4	-0.319418647
ST3GAL4	0.103015755
KIFC1	0.10373663
LRIG2	0.0809407
SH3GLB1	0.086635809
MAGEA2	-0.290796853
ZNF513	-0.095396133
ATG12	-0.075064062
PXDNL	-0.22216057
MPP2	0.21607954
PSMC2	-0.070210489
VCAM1	-0.282964576
WDR74	0.089499178
UPK3B	-0.179781323
PLSCR5	0.071278389
FSHB	-0.035288083
LZTS1	0.147070593
OR4A5	-0.14589626
CYP2U1	0.143575339
AMT	-0.163614396
WNT7A	0.125571454
EXTL3	-0.088619107
PAGE2B	-0.663310656
SLC15A4	-0.091287632
DSP	0.327213325
PCDHA5	0.130535533
PAQR7	-0.094273141
KALRN	-0.148547041
PHLDB2	-0.224128126
HAND1	0.271316463
CLPB	0.078136318
PHF8	-0.103362221
RXRB	-0.082888444
DPRX	0.205924705
DDX47	0.093982816
PRKAR1B	-0.135278159
SPATA18	-0.264597803
RAN	0.086926397
GLDC	0.214030037
USP10	0.083624924
MRPL20	-0.092685196
REG3G	-0.191901369
DOCK3	0.254302858
ABI1	-0.078590539
POLE3	0.079825815
NBN	-0.093492072
LUC7L	-0.094604935
XKR8	-0.091342601
GPR31	-0.123886708
C6orf89	-0.096103049
PRY	-0.026863825
SV2B	-0.130823912
KCNQ2	0.150504517
GNAT2	0.039874821
GP1BA	-0.166612627
TBC1D7	0.109356214
TGFBI	-0.241873978
FBXO46	0.084404621
LMAN1L	-0.09009875
BICD1	0.099074949
MPZ	-0.170942413
NAPSA	-0.198424321
CNGA1	0.152605912
MAN2A2	0.101334205
GTSCR1	-0.160310232
OR2T27	-0.024815699
F9	-0.048831489
ZNF566	0.1111676
HDC	-0.196199698
HPCAL1	0.13349633
INMT	-0.224920771
HDHD3	-0.154759763
TEAD1	0.105843496
LY6G6E	0.094708246
EFCAB1	-0.205927733
OR10T2	0.032102515
CLMN	0.155188302
SLC37A1	0.157148557
HCG9	0.226476681
ATF7	0.072684561
ARMC5	0.102171067
PSG5	-0.167696185
PCDH17	-0.154104876
GPR3	-0.158702861
LHCGR	-0.09173607
OR5K4	-0.030089276
RSU1	-0.077124223
FBXO24	-0.101867063
DUPD1	0.224033212
DAG1	-0.096861266
NME1.NME2	0.177516218
UGT2B17	-0.177823931
SERTAD2	0.114293663
ZNF284	-0.10161336
CUTC	0.100533465
SLC27A5	0.143719599
NUDT2	-0.126693182
CANX	-0.091333199
PCDHGC3	0.140221917
KLF6	-0.117916236
OR10G9	-0.036642549
DSCR4	-0.320129855
TRIM37	0.083216909
C8orf34	-0.196336146
SPHK1	-0.163431769
ZNF469	-0.234131806
PNRC1	-0.085075796
KRT6B	0.220715242
CCRL2	-0.166624283
GDF7	-0.151280871
PHKB	-0.080329323
PSMC3	-0.097940009
OR4B1	-0.059896917
CLOCK	0.093724145
RPS11	-0.100958155
KIAA1549	0.149771702
HMGB4	0.080244277
MARVELD3	-0.179742776
RAB14	0.063668259
CES1	-0.272869983
TUFT1	0.184609164
PARS2	0.087708706
RP9	-0.112178639
ADAMTS15	-0.210217401
USP24	-0.07217653
GLYATL2	-0.326761788
HTRA2	-0.071019175
ACOT4	0.182466408
TRIM41	0.078921639
BNIP3L	0.115705362
FZD1	0.168959392
TMPRSS11D	-0.161596702
